"SectionIdentifier","TermIdentifier","CourseIdentifier","Subject","CourseNumber","Number","BeginDate","EndDate","OrgUnitIdentifier","Title","Credits","DeliveryMode","Location","Description"
"BIOL1021002_2181",2181,"BIOL1021","BIOL","1021","002",2018-01-08,2018-04-26,"BIOL","INTRO BIOLOGY I",3,"DL 100%","Online",""
"BIOL1021003_2181",2181,"BIOL1021","BIOL","1021","003",2018-01-08,2018-04-26,"BIOL","INTRO BIOLOGY I",3,"In Person","Off Campus",""
"BIOL1021004_2181",2181,"BIOL1021","BIOL","1021","004",2018-01-08,2018-04-26,"BIOL","INTRO BIOLOGY I",3,"DL 100%","Online",""
"BIOL1021L001_2178",2178,"BIOL1021L","BIOL","1021L","001",2017-08-21,2017-12-09,"BIOL","INTRO BIOLOGY I LAB",1,"In Person","Clermont College",""
"BIOL1021L001_2181",2181,"BIOL1021L","BIOL","1021L","001",2018-01-08,2018-04-26,"BIOL","INTRO BIOLOGY I LAB",1,"DL 100%","Online",""
"BIOL1021L002_2178",2178,"BIOL1021L","BIOL","1021L","002",2017-08-21,2017-12-09,"BIOL","INTRO BIOLOGY I LAB",1,"DL 100%","Online",""
"BIOL1021L002_2181",2181,"BIOL1021L","BIOL","1021L","002",2018-01-08,2018-04-26,"BIOL","INTRO BIOLOGY I LAB",1,"In Person","Clermont College",""
"BIOL1021L003_2181",2181,"BIOL1021L","BIOL","1021L","003",2018-01-08,2018-04-26,"BIOL","INTRO BIOLOGY I LAB",1,"In Person","Off Campus",""
"BIOL1031001_2178",2178,"BIOL1031","BIOL","1031","001",2017-08-21,2017-12-09,"BIOL","ZOMBIE APOCALYPSE",3,"In Person","Clermont College",""
"BIOL1031001_2181",2181,"BIOL1031","BIOL","1031","001",2018-01-08,2018-04-26,"BIOL","ZOMBIE APOCALYPSE",3,"In Person","Clermont College",""
"BIOL1051C001_2178",2178,"BIOL1051C","BIOL","1051C","001",2017-08-21,2017-12-09,"BIOL","BIOL HEALTH PROFESS",4,"In Person","Clermont College",""
"BIOL1051C001_2181",2181,"BIOL1051C","BIOL","1051C","001",2018-01-08,2018-04-26,"BIOL","BIOL HEALTH PROFESS",4,"In Person","Clermont College",""
"BIOL1051C002_2178",2178,"BIOL1051C","BIOL","1051C","002",2017-08-21,2017-12-09,"BIOL","BIOL HEALTH PROFESS",4,"In Person","Clermont College",""
"BIOL1051C002_2181",2181,"BIOL1051C","BIOL","1051C","002",2018-01-08,2018-04-26,"BIOL","BIOL HEALTH PROFESS",4,"In Person","Clermont College",""
"BIOL1051C005_2178",2178,"BIOL1051C","BIOL","1051C","005",2017-08-21,2017-12-09,"BIOL","BIOL HEALTH PROFESS",4,"DL 100%","Online",""
"BIOL1081001_2178",2178,"BIOL1081","BIOL","1081","001",2017-08-21,2017-12-09,"BIOL","BIOLOGY I",3,"In Person","Clermont College",""
"BIOL1081001_2181",2181,"BIOL1081","BIOL","1081","001",2018-01-08,2018-04-26,"BIOL","BIOLOGY I",3,"In Person","Clermont College",""
"BIOL1081002_2178",2178,"BIOL1081","BIOL","1081","002",2017-08-21,2017-12-09,"BIOL","BIOLOGY I",3,"In Person","Clermont College",""
"BIOL1081002_2181",2181,"BIOL1081","BIOL","1081","002",2018-01-08,2018-04-26,"BIOL","BIOLOGY I",3,"In Person","Off Campus",""
"BIOL1081003_2178",2178,"BIOL1081","BIOL","1081","003",2017-08-21,2017-12-09,"BIOL","BIOLOGY I",3,"In Person","Clermont College",""
"BIOL1081003_2181",2181,"BIOL1081","BIOL","1081","003",2018-01-08,2018-04-26,"BIOL","BIOLOGY I",3,"In Person","Off Campus",""
"BIOL1081004_2181",2181,"BIOL1081","BIOL","1081","004",2018-01-08,2018-04-26,"BIOL","BIOLOGY I",3,"In Person","Clermont College",""
"BIOL1081L001_2178",2178,"BIOL1081L","BIOL","1081L","001",2017-08-21,2017-12-09,"BIOL","BIOLOGY I LAB",1,"In Person","Clermont College",""
"BIOL1081L001_2181",2181,"BIOL1081L","BIOL","1081L","001",2018-01-08,2018-04-26,"BIOL","BIOLOGY I LAB",1,"In Person","Clermont College",""
"BIOL1081L002_2178",2178,"BIOL1081L","BIOL","1081L","002",2017-08-21,2017-12-09,"BIOL","BIOLOGY I LAB",1,"In Person","Clermont College",""
"BIOL1081L002_2181",2181,"BIOL1081L","BIOL","1081L","002",2018-01-08,2018-04-26,"BIOL","BIOLOGY I LAB",1,"In Person","Off Campus",""
"BIOL1081L003_2178",2178,"BIOL1081L","BIOL","1081L","003",2017-08-21,2017-12-09,"BIOL","BIOLOGY I LAB",1,"In Person","Clermont College",""
"BIOL1081L003_2181",2181,"BIOL1081L","BIOL","1081L","003",2018-01-08,2018-04-26,"BIOL","BIOLOGY I LAB",1,"In Person","Off Campus",""
"BIOL1081L004_2178",2178,"BIOL1081L","BIOL","1081L","004",2017-08-21,2017-12-09,"BIOL","BIOLOGY I LAB",1,"In Person","Clermont College",""
"BIOL1081L004_2181",2181,"BIOL1081L","BIOL","1081L","004",2018-01-08,2018-04-26,"BIOL","BIOLOGY I LAB",1,"In Person","Clermont College",""
"BIOL1081L005_2178",2178,"BIOL1081L","BIOL","1081L","005",2017-08-21,2017-12-09,"BIOL","BIOLOGY I LAB",1,"In Person","Clermont College",""
"BIOL1082001_2178",2178,"BIOL1082","BIOL","1082","001",2017-08-21,2017-12-09,"BIOL","BIOLOGY II",3,"In Person","Clermont College",""
"BIOL1082001_2181",2181,"BIOL1082","BIOL","1082","001",2018-01-08,2018-04-26,"BIOL","BIOLOGY II",3,"In Person","Clermont College",""
"BIOL1082003_2181",2181,"BIOL1082","BIOL","1082","003",2018-01-08,2018-04-26,"BIOL","BIOLOGY II",3,"In Person","Clermont College",""
"BIOL1082L001_2178",2178,"BIOL1082L","BIOL","1082L","001",2017-08-21,2017-12-09,"BIOL","BIOLOGY II LAB",1,"In Person","Clermont College",""
"BIOL1082L001_2181",2181,"BIOL1082L","BIOL","1082L","001",2018-01-08,2018-04-26,"BIOL","BIOLOGY II LAB",1,"In Person","Clermont College",""
"BIOL1082L002_2181",2181,"BIOL1082L","BIOL","1082L","002",2018-01-08,2018-04-26,"BIOL","BIOLOGY II LAB",1,"In Person","Clermont College",""
"BIOL1082L004_2181",2181,"BIOL1082L","BIOL","1082L","004",2018-01-08,2018-04-26,"BIOL","BIOLOGY II LAB",1,"In Person","Clermont College",""
"BIOL2001C001_2178",2178,"BIOL2001C","BIOL","2001C","001",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C001_2181",2181,"BIOL2001C","BIOL","2001C","001",2018-01-08,2018-04-26,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C002_2178",2178,"BIOL2001C","BIOL","2001C","002",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C002_2181",2181,"BIOL2001C","BIOL","2001C","002",2018-01-08,2018-04-26,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C003_2178",2178,"BIOL2001C","BIOL","2001C","003",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C003_2181",2181,"BIOL2001C","BIOL","2001C","003",2018-01-08,2018-04-26,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C004_2178",2178,"BIOL2001C","BIOL","2001C","004",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C004_2181",2181,"BIOL2001C","BIOL","2001C","004",2018-01-08,2018-04-26,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C005_2178",2178,"BIOL2001C","BIOL","2001C","005",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C005_2181",2181,"BIOL2001C","BIOL","2001C","005",2018-01-08,2018-04-26,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C006_2178",2178,"BIOL2001C","BIOL","2001C","006",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C006_2181",2181,"BIOL2001C","BIOL","2001C","006",2018-01-08,2018-04-26,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C007_2178",2178,"BIOL2001C","BIOL","2001C","007",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C008_2178",2178,"BIOL2001C","BIOL","2001C","008",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C009_2178",2178,"BIOL2001C","BIOL","2001C","009",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C010_2178",2178,"BIOL2001C","BIOL","2001C","010",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C011_2178",2178,"BIOL2001C","BIOL","2001C","011",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C012_2178",2178,"BIOL2001C","BIOL","2001C","012",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C013_2178",2178,"BIOL2001C","BIOL","2001C","013",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C014_2178",2178,"BIOL2001C","BIOL","2001C","014",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C015_2178",2178,"BIOL2001C","BIOL","2001C","015",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C016_2178",2178,"BIOL2001C","BIOL","2001C","016",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C017_2178",2178,"BIOL2001C","BIOL","2001C","017",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C018_2178",2178,"BIOL2001C","BIOL","2001C","018",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C019_2178",2178,"BIOL2001C","BIOL","2001C","019",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"Partially DL 26-74%","Clermont College",""
"BIOL2001C020_2178",2178,"BIOL2001C","BIOL","2001C","020",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Off Campus",""
"BIOL2001C021_2178",2178,"BIOL2001C","BIOL","2001C","021",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C022_2178",2178,"BIOL2001C","BIOL","2001C","022",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C023_2178",2178,"BIOL2001C","BIOL","2001C","023",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2001C024_2178",2178,"BIOL2001C","BIOL","2001C","024",2017-08-21,2017-12-09,"BIOL","ANAT PHYS I",4,"In Person","Clermont College",""
"BIOL2002C001_2178",2178,"BIOL2002C","BIOL","2002C","001",2017-08-21,2017-12-09,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C001_2181",2181,"BIOL2002C","BIOL","2002C","001",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C002_2178",2178,"BIOL2002C","BIOL","2002C","002",2017-08-21,2017-12-09,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C002_2181",2181,"BIOL2002C","BIOL","2002C","002",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C003_2178",2178,"BIOL2002C","BIOL","2002C","003",2017-08-21,2017-12-09,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C003_2181",2181,"BIOL2002C","BIOL","2002C","003",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C004_2178",2178,"BIOL2002C","BIOL","2002C","004",2017-08-21,2017-12-09,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C004_2181",2181,"BIOL2002C","BIOL","2002C","004",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C005_2181",2181,"BIOL2002C","BIOL","2002C","005",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C006_2181",2181,"BIOL2002C","BIOL","2002C","006",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C009_2181",2181,"BIOL2002C","BIOL","2002C","009",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C010_2181",2181,"BIOL2002C","BIOL","2002C","010",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C011_2181",2181,"BIOL2002C","BIOL","2002C","011",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C012_2181",2181,"BIOL2002C","BIOL","2002C","012",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C013_2181",2181,"BIOL2002C","BIOL","2002C","013",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C014_2181",2181,"BIOL2002C","BIOL","2002C","014",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C015_2181",2181,"BIOL2002C","BIOL","2002C","015",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C016_2181",2181,"BIOL2002C","BIOL","2002C","016",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C017_2181",2181,"BIOL2002C","BIOL","2002C","017",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C018_2181",2181,"BIOL2002C","BIOL","2002C","018",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C019_2181",2181,"BIOL2002C","BIOL","2002C","019",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"Partially DL 26-74%","Clermont College",""
"BIOL2002C020_2181",2181,"BIOL2002C","BIOL","2002C","020",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"In Person","Off Campus",""
"BIOL2002C021_2181",2181,"BIOL2002C","BIOL","2002C","021",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2002C022_2181",2181,"BIOL2002C","BIOL","2002C","022",2018-01-08,2018-04-26,"BIOL","ANAT PHYS II",4,"In Person","Clermont College",""
"BIOL2031C001_2178",2178,"BIOL2031C","BIOL","2031C","001",2017-08-21,2017-12-09,"BIOL","MICROBIO HLTH PROF",3,"In Person","Clermont College",""
"BIOL2031C001_2181",2181,"BIOL2031C","BIOL","2031C","001",2018-01-08,2018-04-26,"BIOL","MICROBIO HLTH PROF",3,"In Person","Clermont College",""
"BIOL2031C002_2178",2178,"BIOL2031C","BIOL","2031C","002",2017-08-21,2017-12-09,"BIOL","MICROBIO HLTH PROF",3,"In Person","Clermont College",""
"BIOL2031C002_2181",2181,"BIOL2031C","BIOL","2031C","002",2018-01-08,2018-04-26,"BIOL","MICROBIO HLTH PROF",3,"In Person","Clermont College",""
"BIOL2031C003_2178",2178,"BIOL2031C","BIOL","2031C","003",2017-08-21,2017-12-09,"BIOL","MICROBIO HLTH PROF",3,"In Person","Clermont College",""
"BIOL2031C003_2181",2181,"BIOL2031C","BIOL","2031C","003",2018-01-08,2018-04-26,"BIOL","MICROBIO HLTH PROF",3,"In Person","Clermont College",""
"BIOL2031C004_2178",2178,"BIOL2031C","BIOL","2031C","004",2017-08-21,2017-12-09,"BIOL","MICROBIO HLTH PROF",3,"In Person","Clermont College",""
"BIOL2031C004_2181",2181,"BIOL2031C","BIOL","2031C","004",2018-01-08,2018-04-26,"BIOL","MICROBIO HLTH PROF",3,"In Person","Clermont College",""
"BIOL2031C005_2178",2178,"BIOL2031C","BIOL","2031C","005",2017-08-21,2017-12-09,"BIOL","MICROBIO HLTH PROF",3,"In Person","Clermont College",""
"BIOL2031C005_2181",2181,"BIOL2031C","BIOL","2031C","005",2018-01-08,2018-04-26,"BIOL","MICROBIO HLTH PROF",3,"DL 100%","Online",""
"BIOL2031C006_2178",2178,"BIOL2031C","BIOL","2031C","006",2017-08-21,2017-12-09,"BIOL","MICROBIO HLTH PROF",3,"In Person","Clermont College",""
"BIOL2031C006_2181",2181,"BIOL2031C","BIOL","2031C","006",2018-01-08,2018-04-26,"BIOL","MICROBIO HLTH PROF",3,"In Person","Clermont College",""
"BIOL2031C007_2178",2178,"BIOL2031C","BIOL","2031C","007",2017-08-21,2017-12-09,"BIOL","MICROBIO HLTH PROF",3,"DL 100%","Online",""
"BIOL2031C007_2181",2181,"BIOL2031C","BIOL","2031C","007",2018-01-08,2018-04-26,"BIOL","MICROBIO HLTH PROF",3,"In Person","Clermont College",""
"BIOL2031C008_2178",2178,"BIOL2031C","BIOL","2031C","008",2017-08-21,2017-12-09,"BIOL","MICROBIO HLTH PROF",3,"DL 100%","Online",""
"BIOL2031C008_2181",2181,"BIOL2031C","BIOL","2031C","008",2018-01-08,2018-04-26,"BIOL","MICROBIO HLTH PROF",3,"In Person","Clermont College",""
"BIOL2031C009_2181",2181,"BIOL2031C","BIOL","2031C","009",2018-01-08,2018-04-26,"BIOL","MICROBIO HLTH PROF",3,"DL 100%","Online",""
"BIOL2031C010_2181",2181,"BIOL2031C","BIOL","2031C","010",2018-01-08,2018-04-26,"BIOL","MICROBIO HLTH PROF",3,"In Person","Clermont College",""
"BIOL2083001_2178",2178,"BIOL2083","BIOL","2083","001",2017-08-21,2017-12-09,"BIOL","GENETICS",3,"In Person","Clermont College",""
"BIOL2083001_2181",2181,"BIOL2083","BIOL","2083","001",2018-01-08,2018-04-26,"BIOL","GENETICS",3,"In Person","Clermont College",""
"BIOL2084C001_2178",2178,"BIOL2084C","BIOL","2084C","001",2017-08-21,2017-12-09,"BIOL","ECOLOGY AND EVOLUTION",4,"In Person","Clermont College",""
"BIOL2084C002_2178",2178,"BIOL2084C","BIOL","2084C","002",2017-08-21,2017-12-09,"BIOL","ECOLOGY AND EVOLUTION",4,"In Person","Clermont College",""
"BIOL2085C001_2181",2181,"BIOL2085C","BIOL","2085C","001",2018-01-08,2018-04-26,"BIOL","CELL BIOLOGY",4,"In Person","Clermont College",""
"BIOL2085C002_2181",2181,"BIOL2085C","BIOL","2085C","002",2018-01-08,2018-04-26,"BIOL","CELL BIOLOGY",4,"In Person","Clermont College",""
"BIOL2099C001_2178",2178,"BIOL2099C","BIOL","2099C","001",2017-08-21,2017-12-09,"BIOL","IND STUDY BIOL",1,"In Person","Clermont College",""
"BLAW2080001_2178",2178,"BLAW2080","BLAW","2080","001",2017-08-21,2017-12-09,"BLAW","LEGAL ENVIRONMENT",3,"DL 100%","Online",""
"BLAW2080001_2181",2181,"BLAW2080","BLAW","2080","001",2018-01-08,2018-04-26,"BLAW","LEGAL ENVIRONMENT",3,"In Person","Clermont College",""
"BLAW2080002_2178",2178,"BLAW2080","BLAW","2080","002",2017-08-21,2017-12-09,"BLAW","LEGAL ENVIRONMENT",3,"In Person","Clermont College",""
"BLAW2080002_2181",2181,"BLAW2080","BLAW","2080","002",2018-01-08,2018-04-26,"BLAW","LEGAL ENVIRONMENT",3,"DL 100%","Online",""
"BLAW2080003_2178",2178,"BLAW2080","BLAW","2080","003",2017-08-21,2017-12-09,"BLAW","LEGAL ENVIRONMENT",3,"DL 100%","Online",""
"BLAW2080003_2181",2181,"BLAW2080","BLAW","2080","003",2018-01-08,2018-04-26,"BLAW","LEGAL ENVIRONMENT",3,"DL 100%","Online",""
"CHEM1020001_2178",2178,"CHEM1020","CHEM","1020","001",2017-08-21,2017-12-09,"CHEM","INTRO TO (BIO)CHEM",3,"In Person","Clermont College",""
"CHEM1020001_2181",2181,"CHEM1020","CHEM","1020","001",2018-01-08,2018-04-26,"CHEM","INTRO TO (BIO)CHEM",3,"In Person","Clermont College",""
"CHEM1020002_2178",2178,"CHEM1020","CHEM","1020","002",2017-08-21,2017-12-09,"CHEM","INTRO TO (BIO)CHEM",3,"In Person","Clermont College",""
"CHEM1020002_2181",2181,"CHEM1020","CHEM","1020","002",2018-01-08,2018-04-26,"CHEM","INTRO TO (BIO)CHEM",3,"In Person","Clermont College",""
"CHEM1020003_2178",2178,"CHEM1020","CHEM","1020","003",2017-08-21,2017-12-09,"CHEM","INTRO TO (BIO)CHEM",3,"In Person","Clermont College",""
"CHEM1020004_2178",2178,"CHEM1020","CHEM","1020","004",2017-08-21,2017-12-09,"CHEM","INTRO TO (BIO)CHEM",3,"In Person","Clermont College",""
"CHEM1020L001_2178",2178,"CHEM1020L","CHEM","1020L","001",2017-08-21,2017-12-09,"CHEM","INTRO BIO(CHEM) LAB",1,"In Person","Clermont College",""
"CHEM1020L001_2181",2181,"CHEM1020L","CHEM","1020L","001",2018-01-08,2018-04-26,"CHEM","INTRO BIO(CHEM) LAB",1,"In Person","Clermont College",""
"CHEM1020L002_2178",2178,"CHEM1020L","CHEM","1020L","002",2017-08-21,2017-12-09,"CHEM","INTRO BIO(CHEM) LAB",1,"In Person","Clermont College",""
"CHEM1020L002_2181",2181,"CHEM1020L","CHEM","1020L","002",2018-01-08,2018-04-26,"CHEM","INTRO BIO(CHEM) LAB",1,"In Person","Clermont College",""
"CHEM1020L003_2178",2178,"CHEM1020L","CHEM","1020L","003",2017-08-21,2017-12-09,"CHEM","INTRO BIO(CHEM) LAB",1,"In Person","Clermont College",""
"CHEM1020L003_2181",2181,"CHEM1020L","CHEM","1020L","003",2018-01-08,2018-04-26,"CHEM","INTRO BIO(CHEM) LAB",1,"In Person","Clermont College",""
"CHEM1020L005_2178",2178,"CHEM1020L","CHEM","1020L","005",2017-08-21,2017-12-09,"CHEM","INTRO BIO(CHEM) LAB",1,"In Person","Clermont College",""
"CHEM1020L006_2178",2178,"CHEM1020L","CHEM","1020L","006",2017-08-21,2017-12-09,"CHEM","INTRO BIO(CHEM) LAB",1,"In Person","Clermont College",""
"CHEM1030001_2178",2178,"CHEM1030","CHEM","1030","001",2017-08-21,2017-12-09,"CHEM","GEN/ORG/BIO CHEM I",3,"In Person","Clermont College",""
"CHEM1030001_2181",2181,"CHEM1030","CHEM","1030","001",2018-01-08,2018-04-26,"CHEM","GEN/ORG/BIO CHEM I",3,"In Person","Clermont College",""
"CHEM1030L001_2178",2178,"CHEM1030L","CHEM","1030L","001",2017-08-21,2017-12-09,"CHEM","GOB CHEM LAB I",1,"In Person","Clermont College",""
"CHEM1030L001_2181",2181,"CHEM1030L","CHEM","1030L","001",2018-01-08,2018-04-26,"CHEM","GOB CHEM LAB I",1,"In Person","Clermont College",""
"CHEM1031001_2181",2181,"CHEM1031","CHEM","1031","001",2018-01-08,2018-04-26,"CHEM","GEN/ORG/BIO CHEM II",3,"In Person","Clermont College",""
"CHEM1031L001_2181",2181,"CHEM1031L","CHEM","1031L","001",2018-01-08,2018-04-26,"CHEM","GOB CHEM LAB II",1,"In Person","Clermont College",""
"CHEM1040001_2178",2178,"CHEM1040","CHEM","1040","001",2017-08-21,2017-12-09,"CHEM","GENERAL CHEMISTRY I",4,"In Person","Clermont College",""
"CHEM1040001_2181",2181,"CHEM1040","CHEM","1040","001",2018-01-08,2018-04-26,"CHEM","GENERAL CHEMISTRY I",4,"In Person","Clermont College",""
"CHEM1040002_2178",2178,"CHEM1040","CHEM","1040","002",2017-08-21,2017-12-09,"CHEM","GENERAL CHEMISTRY I",4,"In Person","Clermont College",""
"CHEM1040002_2181",2181,"CHEM1040","CHEM","1040","002",2018-01-08,2018-04-26,"CHEM","GENERAL CHEMISTRY I",4,"In Person","Clermont College",""
"CHEM1040003_2178",2178,"CHEM1040","CHEM","1040","003",2017-08-21,2017-12-09,"CHEM","GENERAL CHEMISTRY I",4,"In Person","Clermont College",""
"CHEM1040003_2181",2181,"CHEM1040","CHEM","1040","003",2018-01-08,2018-04-26,"CHEM","GENERAL CHEMISTRY I",4,"In Person","Off Campus",""
"CHEM1040004_2178",2178,"CHEM1040","CHEM","1040","004",2017-08-21,2017-12-09,"CHEM","GENERAL CHEMISTRY I",4,"In Person","Off Campus",""
"CHEM1040004_2181",2181,"CHEM1040","CHEM","1040","004",2018-01-08,2018-04-26,"CHEM","GENERAL CHEMISTRY I",4,"In Person","Off Campus",""
"CHEM1040006_2181",2181,"CHEM1040","CHEM","1040","006",2018-01-08,2018-04-26,"CHEM","GENERAL CHEMISTRY I",4,"In Person","Off Campus",""
"CHEM1040L001_2178",2178,"CHEM1040L","CHEM","1040L","001",2017-08-21,2017-12-09,"CHEM","GEN CHEM LAB I",1,"In Person","Clermont College",""
"CHEM1040L001_2181",2181,"CHEM1040L","CHEM","1040L","001",2018-01-08,2018-04-26,"CHEM","GEN CHEM LAB I",1,"In Person","Clermont College",""
"CHEM1040L002_2178",2178,"CHEM1040L","CHEM","1040L","002",2017-08-21,2017-12-09,"CHEM","GEN CHEM LAB I",1,"In Person","Clermont College",""
"CHEM1040L002_2181",2181,"CHEM1040L","CHEM","1040L","002",2018-01-08,2018-04-26,"CHEM","GEN CHEM LAB I",1,"In Person","Clermont College",""
"CHEM1040L003_2178",2178,"CHEM1040L","CHEM","1040L","003",2017-08-21,2017-12-09,"CHEM","GEN CHEM LAB I",1,"In Person","Clermont College",""
"CHEM1040L003_2181",2181,"CHEM1040L","CHEM","1040L","003",2018-01-08,2018-04-26,"CHEM","GEN CHEM LAB I",1,"In Person","Off Campus",""
"CHEM1040L004_2178",2178,"CHEM1040L","CHEM","1040L","004",2017-08-21,2017-12-09,"CHEM","GEN CHEM LAB I",1,"In Person","Clermont College",""
